"","com_code","bs_19_3","is_19_3","cf_19_3"
"1344","148140","1.60513e+11_34864492132_1.25649e+11_1.22889e+11_28318632300_37624352757_1.01281e+11_10161540052","25749724664_22834824626_2914900038_1062347012_155513451_906833561_910795361_120","35344716041_-16371858510_5414748551"
"1345","148150","2.04422e+11_1.48386e+11_56036555318_1.10899e+11_NA_93523511165_47577303380_NA","67723558203_53176731469_14546826734_9726486450_2161742083_NA_8481824228_NA","NA_-40463442751_36794720394"
"1346","149940","2.04263e+11_54411750015_1.49851e+11_94598032461_28217806197_1.09665e+11_1.4596e+11_-81882215133","24839634302_19075364500_NA_-1348244020_-106989301_-1241254719_-1251097912_-59","21945450640_-4819709917_-3926839221"
"1347","149980","47045465291_42113062392_4932402899_29547821747_1215430334_17497643544_3906456817_19670050271","4995017025_2002203008_2992814017_1238137185_10580562_1227556623_NA_NA","4146142952_-5553333557_-194728145"
"1348","150840","45595949827_26501386254_19094563573_18847687611_5950017980_26748262216_18173619568_-20042908801","1599578952_652645452_946933500_-1200357058_NA_-1200357058_-3654809699_-55","-4737412862_-5216382137_1.145e+10"
"1349","150900","43176032052_16844061882_26331970170_22629115451_2910328146_20546916601_12175482219_-10106805930","5430590762_2931408427_2499182335_-2278314191_0_-2278314191_-2186119780_-243","-1207364283_-1123711567_1354503652"
"1350","151910","85092039453_24730435943_60361603510_41606507994_NA_43485531459_53069502487_-65672973727","15274633952_15675468430_-400834478_-2383268690_0_-2383268690_-2339746711_NA","NA_-3928744821_19474045506"
"1351","153360","39194179171_36642175837_2552003334_5935817534_965846404_33258361637_2552003334_-41834240093","2273314194_1665555852_607758342_3850341120_0_3850341120_2076370132_238","2937257783_-52991922_-2536614025"
"1352","153490","1.27831e+11_62484978539_65346369006_1.13034e+11_6991142700_14797168793_64389941119_-23992870774","34265409008_28766652843_5498756165_2915767535_207553751_2708213784_2786799492_55","2454951075_-742771608_-1984801553"
"1353","154040","2.20408e+11_67475713750_1.52933e+11_1.23115e+11_5420591402_97293818832_1.47798e+11_22973684986","51903646274_44820610044_7083036230_-1626128198_437427619_-2063555817_-2073444591_-42","748643830_-12794315909_4022486661"
"1354","155650","1.22917e+11_84178577826_38738826112_74236216241_21295818023_48681187697_36084788885_53643640083","43652974295_40045471986_3607502309_685735817_439067901_246667916_267652408_15","-15741390103_1664165104_-4462495123"
"1355","155660","2.3039e+11_1.54823e+11_75567306581_1.16456e+11_5071102271_1.13934e+11_68987604186_1.30857e+11","NA_NA_NA_NA_NA_2483626959_2572934389_NA","8497446034_-6208500715_711961841"
"1356","155900","49090450691_46532561034_2557889657_3607395368_2786492874_45483055323_2393363975_-26962418332","1647709950_NA_1647709950_3531903041_NA_3531903041_NA_NA","4528315304_NA_-3979061818"
"1357","156100","84135670121_33034281421_51101388700_48335446708_634509149_35800223413_43914976102_-23597102724","5581607493_2593479007_2988128486_-1872576571_74193850_-1798382721_-1937235757_-153","-1658584713_3022548555_-4505504353"
"1358","158310","81240337268_30127043750_51113293518_27042567216_3491346956_54197770052_48479358202_-26215548221","3696204513_371084203_3325120310_-1966985790_0_-1966985790_-1966985790_-139","-6900809780_-21921167964_26475286611"
"1359","159580","1.54788e+11_71861193837_82926572145_1.06952e+11_20926342901_47835388690_64177230949_-519026607","NA_NA_NA_NA_NA_1057195939_1052973537_NA","5386330661_-3439685850_0"
"1360","159650","41525202692_32406360685_9118842007_12603365874_1193823983_28921836818_9118842007_-41479050191","1011173127_1003483277_7689850_5552199122_0_5552199122_5552199122_372","1124542410_-91650000_-1003386378"
"1361","159910","53361086206_39436161367_13924924839_30079601497_18398374120_23281484709_11518119635_-55157549657","4920520880_3339615394_1580905486_-332453034_NA_-332453034_-332453034_-3","-1425216271_41162430_-72149340"
"1362","160550","2.75571e+11_1.24492e+11_1.51079e+11_1.29152e+11_29846032843_1.46419e+11_1.2746e+11_8119651825","33917080999_27508450226_6408630773_-2397484674_566552278_-2964036952_-2964934271_-87","-40345746704_-18970922040_23077229142"
"1363","160600","1.12236e+11_39847423604_72388146020_65297124331_16398008602_46938445293_39277032523_2100090354","14537162830_16529323129_-1992160299_-8422220386_NA_-8422220386_-8420626031_-642","-21152529656_-12214109059_36988022517"
"1364","160980","1.40585e+11_1.03523e+11_37062773092_61986319539_6465101060_78599029206_23476178221_50211135990","19106192846_16996891976_2109300870_144933714_99107953_45825761_11502746_95","6987512268_-7922457679_-1696216085"
"1365","161000","4.96587e+11_3.69382e+11_1.27205e+11_3.01001e+11_1.37335e+11_1.95586e+11_1.19539e+11_2.46647e+11","2.73772e+11_2.42e+11_31771894407_20717766442_2535479554_18182286888_19390870615_575","52206255787_37179334303_-39670121227"
"1366","161390","1.06101e+13_7.22945e+12_3.38061e+12_4.39886e+12_7.90872e+11_6.2112e+12_2.49549e+12_4.33201e+12","1.83526e+12_1.3436e+12_4.91654e+11_2.19864e+11_38972341933_1.80892e+11_1.51416e+11_1443","3.48127e+11_-1.16876e+11_-43709260949"
"1367","161570","37897521826_31661064029_6236457797_24834279451_8611902912_13063242375_6236457797_-5862967004","6809904055_6169303676_640600379_-713570681_751453_-714322134_-653561341_-53","-2466465627_-2171861356_-31725000"
"1368","161580","1.84406e+11_56417779403_1.27988e+11_86160849840_17206687061_98244967229_94844493090_1261579547","43771462426_39273833282_4497629144_-5076450713_-872904068_-4203546645_-4182900480_-245","2342016810_-3835298529_2389930686"
"1369","161890","2.43858e+12_8.54348e+11_1.58423e+12_6.96114e+11_1.09716e+11_1.74247e+12_6.68825e+11_2.36633e+11","3.60934e+11_2.5692e+11_1.04014e+11_9389566046_4573772876_4815793170_6752731102_120","95380758354_-1.43421e+11_80475173212"
"1370","163560","2.80733e+11_1.95142e+11_85591496951_1.50877e+11_27233844247_1.29856e+11_69417576015_86177836598","63978050445_53043337833_10934712612_4590181429_1055240732_3534940697_3423145937_265","2659214194_-3840339129_-11744313854"
"1371","166480","88264216675_76227903433_12036313242_41829557326_2019767955_46434659349_6183502085_-11361582339","5482746439_4847010485_635735954_-1274086449_284519860_-989566589_-1133845836_-65","-3798506656_755098983_603685337"
"1372","168330","55080422803_27543309255_27537113548_19601863999_7862051774_35478558804_2423193782_-19270691421","2023973532_2248808190_-224834658_-3952401180_NA_-3952401180_-3953030367_-181","-4513122650_4987444023_-198720061"
"1373","170030","1.34866e+11_1.00615e+11_34251268312_93535334795_16213089315_41331022084_30169879995_80244997378","35279024942_33064181891_2214843051_289132596_394747493_-105614897_-36569325_-7","5190719526_-14981465526_-1375377184"
"1374","170900","1.03485e+12_6.191e+11_4.1575e+11_5.10826e+11_2.77958e+11_5.24024e+11_2.29667e+11_1.41305e+11","1.61745e+11_79896045369_81848827401_24063516266_4304406246_19759110020_NA_2342","47207487570_-13654769941_24163903402"
"1375","170920","1.71411e+11_92742265791_78668434121_64996121698_14846576875_1.06415e+11_47951416528_47233038016","20543178980_14742259613_5800919367_276047871_59384024_216663847_237378765_51","2524267350_-19599089538_4814777264"
"1376","171010","51974691626_23145062018_28829629608_16531191145_3146336379_35443500481_23667153005_7004001765","NA_NA_NA_NA_NA_1208037934_1203178519_NA","2280937567_-391452503_-418267844"
"1377","171090","1.15688e+11_83276954679_32411389497_77539831576_7011726012_38148512600_29501800602_33466507209","12162864060_8395150533_3767713527_-1052816645_-30049124_-1022767521_-1022767521_-119","-8404757047_-18256523621_-1899207440"
"1378","172580","37974882898_37318570205_656312693_640038250_613382626_37334844648_656312693_-27011112662","2724332536_NA_876046148_3299484535_0_3299484535_2288557379_253","3478137838_0_-3555062749"
"1379","173940","1.00725e+11_63329136318_37395429335_51869529331_13380832494_48855036322_16392676716_24512342987","20728438460_17613462858_3114975602_-183577366_731149494_-914726860_-1117864702_-67","1611919804_-14734546511_13530243167"
"1380","174880","1.74288e+11_75858880726_98429193091_50717146171_14284033693_1.23571e+11_88385411228_45168836962","22680336701_19904635913_2775700788_1273505966_70045451_1203460515_1988816619_41","1944219857_-71380434866_70955574738"
"1381","175140","69711182498_18762118652_50949063846_45787575203_1774890046_23923607295_32323758253_-4506530906","17067056148_18190086249_-1123030101_3554087512_NA_3554087512_3554087512_978","-6522338919_-5334112104_10041582263"
"1382","175250","1.90254e+11_98035013777_92219280084_64360746160_4554171153_1.25894e+11_18958609753_46210337723","20406222220_13409944226_6996277994_4240831143_94711164_4146119979_4135521717_650","-3932224267_-58220553212_64700174659"
"1383","176440","1.35709e+11_56663403468_79045628649_97570368258_18070748172_38138663859_74357945149_26128432876","78484196996_72802361269_5681835727_1625215663_359786820_1903708422_2837261994_121","95149592_-32984944321_25471167696"
"1384","177350","78449842536_24200297340_54249545196_50235137454_5638513590_28214705082_40657689362_8123868746","15961269798_13007760450_2953509348_-167000435_126923_-167127358_-165841799_-16","-10172522617_4920001460_8853577695"
"1385","177830","1.35468e+11_55169150700_80299307202_37202913875_1594307099_98265544027_62396875991_31831915223","26745960385_25472406488_1273553897_-1155464025_526972218_-628491807_-193478233_-60","-3247700032_-21161359835_18151027177"
"1386","178320","5.50914e+11_2.82453e+11_2.68461e+11_2.20102e+11_24319789066_3.30812e+11_2.09727e+11_1.18535e+11","1.09083e+11_83380084929_25702926387_16938054686_-186600041_17124654727_29385022026_961","-26375233926_-38734066537_64321378707"
"1387","178780","50776922612_10722700696_40054221916_13693977092_2095052933_37082945520_32078033971_-39548064856","10787252726_11288009539_-500756813_-2594343172_0_-2594343172_-2708596599_-141","-1074176097_874001215_-113410583"
"1388","179290","55390990746_47469761798_7921228948_38851526906_6143745073_16539463840_6590551828_4839487369","7020789769_3985988131_3034801638_829381640_93358771_736022869_736022869_24","1180153072_-7866650310_1247801390"
"1389","179900","85905139711_62891142315_23013997396_43478952195_15308572676_42426187516_20362958782_31024498225","16082661074_10911964849_5170696225_1907304284_525447436_1381856848_1396326577_89","10971810588_-4542463674_155727566"
"1390","180400","42975423270_36725375324_6250047946_8039881273_1152458791_34935541997_1762021459_-14775294879","2153934745_2039969102_113965643_-3213266564_940765915_-4154032479_-7513323393_-188","NA_NA_NA"
"1391","180640","2.6849e+12_1.43244e+12_1.25246e+12_6.86904e+11_1.76403e+11_1.998e+12_5.44229e+11_-5.93239e+11","3.01568e+11_2.68701e+11_32867114826_-97709222917_-4715015967_-92994206950_-89960886312_-1498","1.04616e+11_2.3269e+11_-2.5928e+11"
"1392","181340","78870585294_41258695669_37611889625_60571692632_22073535964_18298892662_30790214339_27388625439","12676675165_11626539071_1050136094_-605615208_-470345516_-135269692_-127513691_-20","5649820839_-151558653_6458720116"
"1393","181710","2.45507e+12_1.90807e+12_5.47004e+11_9.98818e+11_4.68573e+11_1.45626e+12_4.00111e+11_4.37306e+11","3.51715e+11_3.29701e+11_NA_43249912165_12486523590_30763388575_42041290768_1381","39433584467_58520025550_-15389149663"
"1394","182360","30446641750_17156776925_13289864825_18054905279_3436735115_12391736471_11531989575_NA","6362430324_5529248264_833182060_175990391_36982420_139007971_139858923_NA","-1424383064_-6348431546_-1089217313"
"1395","182400","1.66306e+11_1.18274e+11_48031322764_23603164741_7307163441_1.42702e+11_39168430381_-34404606166","2296018455_670417859_1625600596_-7095780484_51131270_-7146911754_-6806364938_-230","-10026265744_12899071530_-5244209517"
"1396","182690","17504380844_2274147526_15230233318_3942503253_617345587_13561877591_11536834262_-13291210144","2895577644_3385100665_-489523021_NA_NA_-1013802333_-998033941_-71","1048381428_-853676549_-1239572744"
"1397","183190","1.93671e+12_7.98734e+11_1.13798e+12_3.68568e+11_81589342673_1.56814e+12_2.17936e+11_2.01429e+11","1.90353e+11_1.49803e+11_40549680919_8175509523_4862815465_3312694058_3481953465_955","83098958925_-38238733013_-89433445713"
"1398","183300","2.68755e+11_1.18337e+11_1.50418e+11_1.02385e+11_58528590283_1.66371e+11_56790170737_70512501394","41747110080_23172110047_18575000033_6835805329_1981439106_4854366223_6655751240_553","29970989751_-58312714560_6749128756"
"1399","183490","90999524681_79791456244_11208068437_59021653915_1868877806_31977870766_7984446234_-72050696839","7375594691_6389983726_985610965_-1972519641_50965200_-2023484841_-2182043083_-280","-13534277414_-20597743745_31870684530"
"1400","184230","71889017060_38038733322_33850283738_32223781489_1471221509_39665235571_31577805784_-6475335204","10769934412_8459953102_2309981310_-1126248505_0_-1126248505_-1551210600_-30","-6401952356_-908928630_-1072062263"
"1401","185490","49669048217_19794115501_29874932716_45314587075_1756018289_4354461142_16912687204_NA","1509688664_981148658_528540006_-244843350_NA_-244843350_NA_-22","-6746011869_7456121247_364647919"
"1402","185750","7.70909e+11_4.58589e+11_3.12319e+11_4.47486e+11_81817778386_3.23423e+11_2.46109e+11_1.71486e+11","NA_NA_NA_NA_NA_14206238402_13751603795_NA","58747517164_-17351159076_-5852079424"
"1403","186230","73905215533_35265474353_38639741180_39586452169_3856071153_34318763364_21950675684_11110426809","11275314734_9437527813_1837786921_287370178_230660807_NA_NA_5","-4067317645_-1013397138_7944808585"
"1404","187220","1.71913e+11_86195136109_85718333281_38355413809_11250551128_1.33558e+11_48075550808_24787435700","17560986164_13391121418_4169864746_-1930469152_2329932_-1928139220_-1771762353_-140","6015928985_-23461451421_16925830018"
"1405","187270","90799432070_50327625994_40471806076_36401896276_7027870101_54397535794_18639735687_23120211430","11509006658_9261127135_2247879523_-152367250_389223272_-541590522_-443399696_-39","-699409303_-5248068112_-1682393114"
"1406","187420","81340628437_62243943860_19096684577_21373535673_4321040851_59967092764_11935967355_-4171923126","3072143602_2431960005_640183597_-2788332164_NA_-2788332164_-2828566887_-126","648233363_-5714133812_6582346638"
"1407","187790","1.13e+11_62064859267_50935527812_48928888418_5879240677_64071498661_41911201807_15733022563","15737278524_14001267355_1736011169_-939612922_NA_-939612922_-862655362_-23","-697017237_-5250831634_3146987657"
"1408","189300","1.38672e+11_82613354412_56058926215_79209891136_18602534310_59462389491_23856172513_40763423721","24236585392_12532979013_11703606379_275626084_113938390_161687694_188160575_22","13170199537_-8343093696_-2374699520"
"1409","189980","90380286417_64087207096_26293079321_42053253811_11970883955_48327032606_25111786062_35693122707","15881376871_10224671453_5656705418_2596779717_652122216_1944657501_1944220755_277","8205325364_782159245_852313185"
"1410","190510","2.0141e+11_31224855242_1.70185e+11_1.26256e+11_39819184153_75154264026_1.61499e+11_-27780971354","1.2096e+11_1.12884e+11_8075507179_3007896409_64520073_2943376336_4287264993_940","10264524282_-36030151142_45733154479"
"1411","191410","1.05051e+11_43488687841_61561952608_42138450730_6015783964_62912189719_55963358988_14386254011","18749315038_19414241651_-664926613_-1924337941_51371192_-1975709133_-1425897240_-211","-1243423141_-1325175751_560381032"
"1412","191420","48466010349_47500343835_965666514_26473201767_1330915679_21992808582_942914243_4545062871","1981132360_540330961_1440801399_322250248_109933642_212316606_212316606_27","NA_-68746666_264235347"
"1413","192080","1.10199e+12_6.53201e+11_4.48788e+11_1.58954e+11_32638900107_9.43036e+11_1.07076e+11_3.11812e+11","NA_NA_NA_38717464145_8067511474_30649952671_59398219997_1818","1.15743e+11_-36217899116_-88709652260"
"1414","192250","62090628281_53476041234_8614587047_42898411879_11731020457_19192216402_8570339416_17334659626","NA_NA_NA_399368070_-8174515_407542585_407542585_9","1434894984_3478825857_-8349271734"
"1415","192390","1.36231e+11_58795691038_77435584636_60422710020_2363437868_75808565654_65696716264_35976307942","17878197025_16350385448_1527811577_-690837820_10_-690837830_-689699345_-30","6268398454_-12186503155_2118010263"
"1416","192400","7.9905e+11_6.56133e+11_1.42917e+11_2.66232e+11_33062589592_5.32818e+11_94723960865_1.10459e+12","1.30071e+11_74014702638_56056007646_27547742442_5113348496_22434393946_23560607042_3609","29760578983_-127988688_-19329470454"
"1417","192410","1.0248e+11_48124667452_54355810874_94217555488_4281844793_8262922838_28666762104_15272465107","7820513913_4944904195_2875609718_605147261_-29016241_NA_NA_-2","-3014530847_4395920598_-10481768470"
"1418","192440","3.44814e+11_2.8965e+11_55163564674_1.90704e+11_42518461636_1.54109e+11_42293203549_2.315e+11","83502540426_28762960721_54739579705_14025845536_2350933666_11674911870_14645576568_1942","22736831204_-25299049533_-8698371432"
"1419","192650","4.13259e+11_2.18015e+11_1.95244e+11_2.11239e+11_37990413095_2.0202e+11_1.76703e+11_1.58796e+11","1.86584e+11_1.63274e+11_23309935472_12356634675_4625575851_7731058824_11118215550_138","18863240755_-71734509802_65226107591"
"1420","192820","1.19511e+12_3.1437e+11_8.80742e+11_6.37148e+11_57886514976_5.57964e+11_7.182e+11_1.53517e+11","3.17453e+11_2.70506e+11_46947327324_8980913909_7527796875_1453117034_387531067_377","31453685678_-76039960082_67220053607"
"1421","193250","87367791062_66719041809_20648749253_50758238082_21221161322_36609552980_19092350345_-9960115403","11969217629_8469993552_3499224077_1307682741_4485392_1303197349_1796640773_29","2877949300_10822071675_-13819610300"
"1422","194370","2.07706e+11_1.57757e+11_49948977019_1.25741e+11_29839685976_81964910628_42844522686_84030302929","78123729558_65267127152_12856602406_2513607621_1561182244_952425377_2533803749_75","10354031468_17427111843_-9495951623"
"1423","194480","1.37863e+11_1.15817e+11_22045728914_96281598583_8101544030_41581222598_4963642426_4648815416","NA_NA_NA_-2774245233_6714288_-2780959521_-2739784260_-270","701945378_10338635654_-8705527380"
"1424","194510","1.80644e+11_57315482305_1.23328e+11_92252456760_26697857141_88391265753_1.20634e+11_-50262681428","NA_NA_17111039388_-12029440742_106989301_-11922451441_-11932294634_-551","21825382626_-5564095048_-3398459279"
"1425","194700","1.27515e+11_87883046616_39632267717_65871684272_18367441855_61643630061_26995079150_51151610444","42993663882_35285247883_7708415999_4810816926_851044600_3959772326_3959772326_506","-6309264979_-18813776571_7895677300"
"1426","195440","66940732264_33767157769_33173574495_25604364148_7078394834_41336368116_12308244794_-22553787556","6848483961_2359605623_4488878338_-466360595_-211534210_-254826385_-269833740_2","-6482522471_-26539659453_39177668770"
"1427","195870","3.26454e+11_2.03976e+11_1.22478e+11_1.25342e+11_8714379588_2.01113e+11_87155129998_97185888263","1.03552e+11_86526932986_17024752313_9313968146_1312214429_8001753717_8001713261_472","23488369502_-24112787676_92867943"
"1428","195990","1.84183e+11_1.38598e+11_45585353080_92545854243_5033579762_91637146475_27823561262_13941688687","2698618526_7538155752_-4839537226_-9149519437_530321830_-8893098304_-8337076348_NA","-1049890159_-28843454385_28820116978"
"1429","196170","73103505026_64087677803_9015827223_55955768641_10066369461_17147736385_6853213165_-19472782673","5496396593_5686109096_-189712503_-2707139590_14137713_-2721277303_-2721277303_-164","-4254856333_-2099198489_7479322940"
"1430","196450","1.30717e+11_88465142838_42252078403_38272579094_1931146097_92444642147_32715294490_-71322796523","22460836705_17087042644_5373794061_4924384066_NA_4924384066_6032044842_39","31757948912_-59543930223_24076324922"
"1431","196490","1.65049e+11_65661339251_99387877848_1.07274e+11_15725444474_57775669421_95948435992_-12928267491","32413661445_27290234605_5123426840_-7242727432_165708790_-7408436222_-7433977719_-142","-108423458_-22913326892_-635647886"
"1432","196700","68437641965_40237499524_28200142441_28305985053_10206722915_40131656912_23024287033_20661482338","8168232119_6727021777_1441210342_439103363_-98567166_537670529_597760091_39","39306053_-2210227223_1159534270"
"1433","197140","49047749819_27849059988_21198689831_21000040531_5628491507_28047709288_5745161363_9182434138","6237867904_4527319990_1710547914_159924198_-20557681_180481879_180481879_31","638962693_-4706817043_8012519264"
"1434","197210","1.04951e+11_45138120996_59813123424_64358824388_234836186_40592420032_59225714001_-57499357760","2181206466_3141724578_-960518112_-4840680464_NA_-4840680464_-4819924311_-283","-2074942669_-15108441748_15150201670"
"1435","200130","3.56312e+11_2.43594e+11_1.12717e+11_1.88687e+11_48438489996_1.67624e+11_1.01847e+11_2.03514e+11","1.08157e+11_85467810336_22689651548_18145173086_4556796629_13588376457_13619180673_462","45723496367_-22952715030_-3845470459"
"1436","200230","1.84646e+11_1.56391e+11_28255815257_36208444644_15897789723_1.48438e+11_26358420538_-9803204593","14422866421_10584917036_3837949385_-3418614487_321968_-3418936455_-3303412841_-41","4283028689_-183182592_4534779703"
"1437","200670","1.31463e+11_1.13222e+11_18240414780_53237695583_18181642913_78225166709_17711507135_44048342852","21547103506_13218390880_8328712626_3629875294_500247514_3129627780_3129627780_276","10154451159_-12239013859_-9708285672"
"1438","200710","1.06775e+11_53461116306_53313882090_90773789000_17449615019_16001209396_36035173538_29272982294","59957673449_56003815901_3953857548_1399270648_-29756896_1429027544_1452107599_156","-7678118592_-5357016367_16714715976"
"1439","200780","1.68699e+11_94687754212_74011375387_41542012423_2051786682_1.27157e+11_37282753291_60301630193","13473872204_7492607916_5981264288_1660413958_269109511_1929523469_1683823469_279","-2072541578_-7067634906_8779320050"
"1440","200880","1.83929e+12_6.78343e+11_1.16094e+12_8.0263e+11_1.3389e+11_1.02803e+12_9.11065e+11_2.14206e+11","4.69973e+11_4.28327e+11_41646012705_-11068354553_-424914305_-13165945214_-5590319831_-420","87993374866_-1.74536e+11_82026538607"
"1441","201490","1.68845e+11_92299151061_76545898633_63973266885_41838417125_1.04872e+11_69500009850_26788402338","31721520931_9455571966_22265948965_10258077041_1803536333_8454540708_9370494185_112","31716412703_-1298606446_-23841196065"
"1442","203450","51616692839_33989955294_17626737545_34336243063_4471912897_17280449776_12547400739_13124956429","9575115118_5600531173_3974583945_891141506_91711781_799429725_799429725_59","1396664546_-20485180_-1815074545"
"1443","203650","28961196515_22942620646_6018575869_17563948217_1691352381_11397248298_5800962019_4303360574","6795997362_5338550202_1457447160_136170220_21218839_114951381_131833298_3","-461937357_-6777389182_2653033570"
"1444","203690","33076539734_30036906402_3039633332_15553975534_5324722771_17522564200_1203220404_18427877364","2170374269_823119175_1347255094_20071903_0_20071903_-468744187_0","-1032878499_1154850290_617520666"
"1445","204020","94110875166_74195931261_19914943905_84737032649_3371006023_9373842517_19012970746_39689621463","32039181171_15341736865_16697444306_359938674_285935349_74003325_NA_7","1699146315_9375489726_-7990845480"
"1446","204320","4.68356e+12_1.60927e+12_3.07428e+12_2.16683e+12_2.92631e+11_2.51672e+12_1.69968e+12_NA","1.46713e+12_1.24458e+12_2.22549e+11_83794418339_31342359513_52452058826_62715958933_1088","1.78522e+11_-2.33851e+11_2.27009e+11"
"1447","204620","1.22729e+11_67564012158_55164748073_98274613812_75290853279_24454146419_17675833135_13471114074","14633802751_12905351209_NA_4993793498_1134651878_3859141620_3837934521_109","8013131000_-7793061762_-5165825295"
"1448","204630","79925111684_42002494055_37922617629_51949124557_21345908343_27975987127_36996815450_-12771737777","22180228791_24104643341_NA_-1950267168_5852528_-1956119696_-2027128990_-57","-2796158253_2935701445_10565539490"
"1449","204840","27241016108_3386100710_23854915398_7224423264_1008917696_20016592844_12604078042_-6967841019","2723482920_2498477822_225005098_-1240135058_10569301_-1229565757_-1229565757_-34","-196738848_290288693_-816562502"
"1450","204990","50589400343_37526736772_13062663571_20068162146_1017783717_30521238197_7278699945_-24699840987","-177579132_412784637_-590363769_-1823984757_40189223_-1864173980_-2161414085_NA","-4556992321_1243463352_1459912000"
"1451","205100","78168180030_68131568459_10036611571_50586449731_21816334020_27581730299_4261243571_15607198349","6615440597_3395105595_3220335002_89585972_110693528_200279500_247676651_14","2158636058_-4824562851_406596642"
"1452","205500","16990448687_5441814559_11548634128_6377586445_790917555_10612862242_3927892876_-38231759498","1503471886_NA_1503471886_-1671558419_NA_-1671558419_-1671558419_-63","-8470860758_8815080368_-550940507"
"1453","206400","34979067513_31922418027_3056649486_22403670027_5471345912_12459590308_1930865202_-32857313909","3552021590_3184499070_NA_-3973447111_-7274716_-4132692080_-4099606623_NA","-1719984560_-14042847726_9563629221"
"1454","206560","73613736608_62933994533_10679742075_39354143019_4350530300_34259593589_6242495722_-208547157","10396976076_7380231556_3016744520_-2210481579_-483040575_-1727441004_NA_-71","3497873504_-6890921623_-13488640161"
"1455","206640","98517278722_74010037522_24507241200_54465336806_19101802835_44051941916_17238815737_33135593008","18837719203_8352007121_10485712082_3933367976_-143704221_4077072197_4214187177_175","11670199074_-778579118_-17987875618"
"1456","207760","62200091227_41564757775_20635333452_39467671351_11106989771_22732419876_20176773068_18861201491","25006797194_NA_NA_9444003572_1427764763_8016238809_8028415716_329","5138540306_-5070266603_2624755699"
"1457","208140","1.26372e+11_50909941756_75461950072_50213990741_10290912154_76157901087_54719838381_34917657370","32272974933_26512159091_5760815842_1599443103_944553008_654890095_654890095_30","3318465467_-20974892114_18471733285"
"1458","208340","1.63944e+11_83389708265_80554268070_1.33577e+11_36775111044_30366789961_77268548302_-47548886469","NA_NA_NA_-16163495791_NA_-16163495791_-16140473975_-2339","-5445558088_-86139008574_97872783009"
"1459","208350","87405470393_70841798840_16563671553_42632861179_8248057357_44772609214_14266549779_5517437271","15775060996_8633622080_7141438916_2270901234_529960328_1740940906_1739438545_22","-2093097665_-11977101007_2433515920"
"1460","208370","41631792877_14481587031_27150205846_14626893597_5268459964_27004899280_18622913608_-22821489434","6322484678_4410561701_1911922977_-450862557_NA_-450862557_-451176484_-34","1781803186_429139106_1567546383"
"1461","208640","33799162404_26939316356_6859846048_29481902925_6024882427_4317259479_6576943271_-46091018950","570708534_NA_NA_-4128547370_0_-4128547370_-4128547370_-39","-8712037526_4049860269_2889003418"
"1462","208710","85061135084_56610178113_28450956971_34092720433_10840612890_50968414651_26264166697_38265917145","16107353874_12582403833_3524950041_3519430637_276521857_3242908780_4578872869_100","25870542238_-16891302631_-3659211216"
"1463","210540","2.82944e+11_1.67841e+11_1.15104e+11_1.65679e+11_49769773713_1.17266e+11_97378761822_79582808129","77873973920_61042784948_16831188972_7780779779_1787805098_5992974681_6098485425_543","37295993519_-8249974681_6718037539"
"1464","210980","1.45859e+12_3.34274e+11_1.12432e+12_7.45884e+11_73357081876_7.12711e+11_5.88374e+11_1.46029e+11","84378264064_49708738913_34669525151_12702322404_1630575394_11071747010_11516702951_583","1.80741e+11_-1.15663e+11_-98314689376"
"1465","213090","96839541046_73030720831_23808820215_52982914107_22367651448_43856626939_19292005727_25480607931","7681776393_3962758300_3719018093_-187028090_-14498799_-201526889_-224374667_8","4420689725_9257712686_-1982316612"
"1466","213500","1.79238e+12_6.02798e+11_1.18958e+12_6.19697e+11_18442796882_1.17268e+12_7.63181e+11_1.11135e+11","4.802e+11_3.9163e+11_88570157910_19637453163_4925695740_14711757423_14701350028_619","90162683578_-37116354419_-42163013830"
"1467","214150","1.00126e+11_74797354801_25328675691_45622307191_25418907331_54503723301_25087843039_47667775867","21058471828_4000881530_17057590298_12174857308_2663254006_9511603242_9519523696_153","27450344316_-7937832872_-4696444893"
"1468","214180","3.02891e+11_2.18541e+11_84349480521_1.91968e+11_1.3036e+11_1.10923e+11_70579178304_62357421310","31494950337_24895002955_NA_8255627117_1749371225_6506255892_6412090036_381","23914234479_-33042980311_44700381514"
"1469","214260","46917629068_23853191887_23064437181_18694114251_1717777888_28223514817_10375784809_-2557877932","5365691520_2601493399_2764198121_991370225_48889277_942480948_1000635836_121","526040986_-11437304200_6972344073"
"1470","214270","1.87578e+11_68696477343_1.18881e+11_87685130994_23142196721_99892393006_77299871449_3672777795","36948171028_33819119559_NA_7863094619_1228652349_6634442270_6565091168_44","4753354989_-2615564960_-6617253761"
"1471","214310","60799837456_44704885149_16094952307_34789217342_11238118072_26010620114_15120982500_6294921836","5468596305_4941404954_527191351_-3810654104_-53136348_-3758546368_6615075024_-51","4698512227_4868686853_-11288328371"
"1472","214320","1.84367e+12_7.79842e+11_1.06383e+12_1.5944e+12_4.87687e+11_2.49275e+11_9.31683e+11_6.35408e+11","3.01692e+11_1.76481e+11_1.25211e+11_31877934054_9002420563_22875513491_NA_888","30526290621_1.35677e+11_-50916344571"
